Warehouse,Shipment,Calls,Category_Calls,Rating,Satisfactions,Cost,Purchase,Category_Purchase,Importance,Gender,Discount,Category_Discount,Weight,Category_Weight,Late
C,Ship,2,2 - 4 (Rendah),2,neutral or dissatisfied,135,3,Seldom,low,M,15,> 7 (High),1339,1333 - 4149 (Medium),1
F,Ship,2,2 - 4 (Rendah),3,neutral or dissatisfied,136,3,Seldom,low,F,19,> 7 (High),1568,1333 - 4149 (Medium),1
D,Ship,2,2 - 4 (Rendah),3,neutral or dissatisfied,142,3,Seldom,medium,F,38,> 7 (High),7640,> 4149 (Large),1
F,Ship,2,2 - 4 (Rendah),2,neutral or dissatisfied,154,3,Seldom,medium,M,38,> 7 (High),7846,> 4149 (Large),1
A,Ship,2,2 - 4 (Rendah),3,neutral or dissatisfied,139,3,Seldom,low,M,9,> 7 (High),1471,1333 - 4149 (Medium),1
B,Ship,2,2 - 4 (Rendah),3,neutral or dissatisfied,160,3,Seldom,low,F,43,> 7 (High),1251,0 - 1332 (Small),1
C,Ship,2,2 - 4 (Rendah),4,satisfied,134,3,Seldom,low,M,58,> 7 (High),1067,0 - 1332 (Small),1
F,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,161,5,Often,high,M,48,> 7 (High),1883,1333 - 4149 (Medium),1
D,Ship,2,2 - 4 (Rendah),5,satisfied,155,3,Seldom,low,M,23,> 7 (High),1602,1333 - 4149 (Medium),1
F,Ship,2,2 - 4 (Rendah),3,neutral or dissatisfied,145,3,Seldom,medium,F,24,> 7 (High),7588,> 4149 (Large),1
A,Ship,2,2 - 4 (Rendah),2,neutral or dissatisfied,157,3,Seldom,low,M,1,0 - 3 (Low),1477,1333 - 4149 (Medium),1
B,Ship,2,2 - 4 (Rendah),2,neutral or dissatisfied,160,3,Seldom,low,M,48,> 7 (High),1691,1333 - 4149 (Medium),1
C,Ship,2,2 - 4 (Rendah),4,satisfied,152,3,Seldom,low,M,55,> 7 (High),1498,1333 - 4149 (Medium),1
F,Ship,2,2 - 4 (Rendah),5,satisfied,148,3,Seldom,high,F,11,> 7 (High),1502,1333 - 4149 (Medium),1
D,Ship,2,2 - 4 (Rendah),1,neutral or dissatisfied,127,3,Seldom,low,F,15,> 7 (High),1522,1333 - 4149 (Medium),1
F,Ship,2,2 - 4 (Rendah),5,satisfied,154,3,Seldom,low,F,21,> 7 (High),1113,0 - 1332 (Small),1
A,Ship,2,2 - 4 (Rendah),5,satisfied,127,3,Seldom,low,M,44,> 7 (High),1341,1333 - 4149 (Medium),1
B,Ship,2,2 - 4 (Rendah),5,satisfied,160,3,Seldom,medium,F,31,> 7 (High),7401,> 4149 (Large),1
C,Ship,2,2 - 4 (Rendah),4,satisfied,129,3,Seldom,low,F,48,> 7 (High),1219,0 - 1332 (Small),1
F,Ship,2,2 - 4 (Rendah),5,satisfied,158,3,Seldom,low,F,40,> 7 (High),1722,1333 - 4149 (Medium),1
D,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,185,3,Seldom,medium,M,3,0 - 3 (Low),3131,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),4,satisfied,176,4,Often,high,F,63,> 7 (High),1293,0 - 1332 (Small),1
A,Ship,3,2 - 4 (Rendah),4,satisfied,148,3,Seldom,low,M,37,> 7 (High),1523,1333 - 4149 (Medium),1
B,Ship,3,2 - 4 (Rendah),5,satisfied,270,3,Seldom,low,M,60,> 7 (High),3885,1333 - 4149 (Medium),1
C,Ship,3,2 - 4 (Rendah),4,satisfied,242,3,Seldom,low,M,29,> 7 (High),2381,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,150,2,Seldom,medium,M,31,> 7 (High),1588,1333 - 4149 (Medium),1
D,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,192,3,Seldom,high,M,4,4 - 7 (Medium),2061,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),5,satisfied,116,3,Seldom,medium,F,9,> 7 (High),1314,0 - 1332 (Small),1
A,Ship,3,2 - 4 (Rendah),4,satisfied,192,3,Seldom,medium,F,31,> 7 (High),3331,1333 - 4149 (Medium),1
B,Ship,5,> 4 (Tinggi),4,satisfied,255,4,Often,medium,F,38,> 7 (High),2771,1333 - 4149 (Medium),1
C,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,161,7,Often,medium,M,63,> 7 (High),1496,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,157,3,Seldom,low,F,48,> 7 (High),1393,1333 - 4149 (Medium),1
D,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,164,10,Often,high,M,14,> 7 (High),1375,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,162,7,Often,medium,F,42,> 7 (High),1278,0 - 1332 (Small),1
A,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,146,2,Seldom,low,F,54,> 7 (High),1528,1333 - 4149 (Medium),1
B,Ship,3,2 - 4 (Rendah),4,satisfied,209,3,Seldom,medium,F,60,> 7 (High),2240,1333 - 4149 (Medium),1
C,Ship,5,> 4 (Tinggi),5,satisfied,134,2,Seldom,medium,M,53,> 7 (High),1088,0 - 1332 (Small),1
F,Ship,2,2 - 4 (Rendah),1,neutral or dissatisfied,222,2,Seldom,medium,M,58,> 7 (High),3626,1333 - 4149 (Medium),1
D,Ship,2,2 - 4 (Rendah),1,neutral or dissatisfied,139,3,Seldom,low,F,39,> 7 (High),1582,1333 - 4149 (Medium),1
F,Ship,2,2 - 4 (Rendah),2,neutral or dissatisfied,134,3,Seldom,low,M,38,> 7 (High),1352,1333 - 4149 (Medium),1
A,Ship,2,2 - 4 (Rendah),3,neutral or dissatisfied,130,3,Seldom,low,F,48,> 7 (High),1801,1333 - 4149 (Medium),1
B,Ship,2,2 - 4 (Rendah),2,neutral or dissatisfied,133,3,Seldom,low,M,5,4 - 7 (Medium),1268,0 - 1332 (Small),1
C,Ship,2,2 - 4 (Rendah),3,neutral or dissatisfied,140,3,Seldom,low,F,23,> 7 (High),1372,1333 - 4149 (Medium),1
F,Ship,2,2 - 4 (Rendah),3,neutral or dissatisfied,158,3,Seldom,low,M,10,> 7 (High),1515,1333 - 4149 (Medium),1
D,Ship,4,2 - 4 (Rendah),5,satisfied,270,4,Often,low,M,65,> 7 (High),1818,1333 - 4149 (Medium),1
F,Ship,2,2 - 4 (Rendah),4,satisfied,140,3,Seldom,low,F,33,> 7 (High),1278,0 - 1332 (Small),1
A,Ship,2,2 - 4 (Rendah),2,neutral or dissatisfied,135,3,Seldom,low,M,58,> 7 (High),1734,1333 - 4149 (Medium),1
B,Ship,2,2 - 4 (Rendah),4,satisfied,136,3,Seldom,low,M,43,> 7 (High),1958,1333 - 4149 (Medium),1
C,Ship,2,2 - 4 (Rendah),1,neutral or dissatisfied,142,3,Seldom,medium,F,8,> 7 (High),6064,> 4149 (Large),1
F,Ship,2,2 - 4 (Rendah),4,satisfied,154,3,Seldom,medium,F,48,> 7 (High),7684,> 4149 (Large),1
D,Ship,2,2 - 4 (Rendah),3,neutral or dissatisfied,139,3,Seldom,low,F,3,0 - 3 (Low),1788,1333 - 4149 (Medium),1
F,Road,2,2 - 4 (Rendah),4,satisfied,160,3,Seldom,low,F,50,> 7 (High),1030,0 - 1332 (Small),1
A,Road,2,2 - 4 (Rendah),2,neutral or dissatisfied,134,3,Seldom,low,F,38,> 7 (High),1530,1333 - 4149 (Medium),1
B,Road,5,> 4 (Tinggi),5,satisfied,161,5,Often,high,F,54,> 7 (High),1511,1333 - 4149 (Medium),1
C,Road,2,2 - 4 (Rendah),3,neutral or dissatisfied,155,3,Seldom,low,F,45,> 7 (High),1639,1333 - 4149 (Medium),1
F,Road,2,2 - 4 (Rendah),2,neutral or dissatisfied,145,3,Seldom,medium,F,5,4 - 7 (Medium),6102,> 4149 (Large),1
D,Road,2,2 - 4 (Rendah),1,neutral or dissatisfied,157,3,Seldom,low,M,58,> 7 (High),1930,1333 - 4149 (Medium),1
F,Road,2,2 - 4 (Rendah),5,satisfied,160,3,Seldom,low,F,19,> 7 (High),1399,1333 - 4149 (Medium),1
A,Road,2,2 - 4 (Rendah),2,neutral or dissatisfied,152,3,Seldom,low,F,61,> 7 (High),1800,1333 - 4149 (Medium),1
B,Road,2,2 - 4 (Rendah),2,neutral or dissatisfied,148,3,Seldom,high,F,35,> 7 (High),1349,1333 - 4149 (Medium),1
C,Road,2,2 - 4 (Rendah),2,neutral or dissatisfied,127,3,Seldom,low,M,13,> 7 (High),1128,0 - 1332 (Small),1
F,Road,2,2 - 4 (Rendah),2,neutral or dissatisfied,129,3,Seldom,medium,F,22,> 7 (High),6614,> 4149 (Large),1
D,Road,2,2 - 4 (Rendah),3,neutral or dissatisfied,158,3,Seldom,low,F,13,> 7 (High),1245,0 - 1332 (Small),1
F,Road,2,2 - 4 (Rendah),4,satisfied,147,3,Seldom,low,M,5,4 - 7 (Medium),1920,1333 - 4149 (Medium),1
A,Road,2,2 - 4 (Rendah),5,satisfied,159,3,Seldom,low,F,49,> 7 (High),1621,1333 - 4149 (Medium),1
B,Road,2,2 - 4 (Rendah),3,neutral or dissatisfied,151,3,Seldom,low,F,23,> 7 (High),1930,1333 - 4149 (Medium),1
C,Road,3,2 - 4 (Rendah),1,neutral or dissatisfied,294,4,Often,low,F,52,> 7 (High),1089,0 - 1332 (Small),1
F,Road,3,2 - 4 (Rendah),2,neutral or dissatisfied,226,2,Seldom,medium,M,45,> 7 (High),1446,1333 - 4149 (Medium),1
D,Road,5,> 4 (Tinggi),3,neutral or dissatisfied,271,5,Often,high,M,9,> 7 (High),1813,1333 - 4149 (Medium),1
F,Road,7,> 4 (Tinggi),2,neutral or dissatisfied,203,5,Often,medium,F,61,> 7 (High),1856,1333 - 4149 (Medium),1
A,Road,2,2 - 4 (Rendah),3,neutral or dissatisfied,264,4,Often,low,F,10,> 7 (High),1648,1333 - 4149 (Medium),1
B,Road,4,2 - 4 (Rendah),1,neutral or dissatisfied,258,3,Seldom,medium,M,36,> 7 (High),2211,1333 - 4149 (Medium),1
C,Road,3,2 - 4 (Rendah),5,satisfied,241,3,Seldom,low,F,21,> 7 (High),3078,1333 - 4149 (Medium),1
F,Flight,4,2 - 4 (Rendah),5,satisfied,208,3,Seldom,medium,M,23,> 7 (High),2056,1333 - 4149 (Medium),1
D,Flight,3,2 - 4 (Rendah),2,neutral or dissatisfied,209,5,Often,medium,F,12,> 7 (High),3054,1333 - 4149 (Medium),1
F,Flight,5,> 4 (Tinggi),1,neutral or dissatisfied,182,2,Seldom,medium,F,23,> 7 (High),2707,1333 - 4149 (Medium),1
A,Flight,4,2 - 4 (Rendah),5,satisfied,148,2,Seldom,medium,F,43,> 7 (High),1087,0 - 1332 (Small),1
B,Flight,2,2 - 4 (Rendah),3,neutral or dissatisfied,183,2,Seldom,medium,F,52,> 7 (High),3199,1333 - 4149 (Medium),1
C,Flight,3,2 - 4 (Rendah),5,satisfied,229,6,Often,medium,M,22,> 7 (High),2717,1333 - 4149 (Medium),1
F,Flight,5,> 4 (Tinggi),5,satisfied,115,5,Often,low,F,26,> 7 (High),1692,1333 - 4149 (Medium),1
D,Flight,4,2 - 4 (Rendah),2,neutral or dissatisfied,136,3,Seldom,low,F,65,> 7 (High),1962,1333 - 4149 (Medium),1
F,Flight,4,2 - 4 (Rendah),4,satisfied,212,3,Seldom,low,M,21,> 7 (High),3307,1333 - 4149 (Medium),1
A,Flight,4,2 - 4 (Rendah),3,neutral or dissatisfied,171,3,Seldom,low,F,24,> 7 (High),1304,0 - 1332 (Small),1
B,Flight,3,2 - 4 (Rendah),1,neutral or dissatisfied,151,2,Seldom,low,M,60,> 7 (High),1925,1333 - 4149 (Medium),1
C,Flight,3,2 - 4 (Rendah),1,neutral or dissatisfied,205,3,Seldom,medium,M,39,> 7 (High),3062,1333 - 4149 (Medium),1
F,Flight,5,> 4 (Tinggi),4,satisfied,147,3,Seldom,medium,M,23,> 7 (High),1132,0 - 1332 (Small),1
D,Flight,3,2 - 4 (Rendah),3,neutral or dissatisfied,155,3,Seldom,low,F,29,> 7 (High),1712,1333 - 4149 (Medium),1
F,Flight,5,> 4 (Tinggi),4,satisfied,165,3,Seldom,low,F,20,> 7 (High),1150,0 - 1332 (Small),1
A,Flight,5,> 4 (Tinggi),5,satisfied,230,3,Seldom,low,F,32,> 7 (High),3249,1333 - 4149 (Medium),1
B,Flight,2,2 - 4 (Rendah),4,satisfied,181,4,Often,medium,M,13,> 7 (High),2309,1333 - 4149 (Medium),1
C,Flight,5,> 4 (Tinggi),3,neutral or dissatisfied,234,2,Seldom,low,F,55,> 7 (High),3308,1333 - 4149 (Medium),1
F,Flight,4,2 - 4 (Rendah),4,satisfied,149,3,Seldom,low,M,34,> 7 (High),1977,1333 - 4149 (Medium),1
D,Flight,5,> 4 (Tinggi),5,satisfied,156,2,Seldom,low,M,44,> 7 (High),1561,1333 - 4149 (Medium),1
F,Flight,4,2 - 4 (Rendah),2,neutral or dissatisfied,172,3,Seldom,medium,F,59,> 7 (High),1858,1333 - 4149 (Medium),1
A,Flight,4,2 - 4 (Rendah),4,satisfied,270,3,Seldom,low,M,12,> 7 (High),3279,1333 - 4149 (Medium),1
B,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,206,3,Seldom,medium,M,23,> 7 (High),3807,1333 - 4149 (Medium),1
C,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,211,4,Often,medium,M,40,> 7 (High),3106,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,136,4,Often,low,M,62,> 7 (High),1090,0 - 1332 (Small),1
D,Ship,5,> 4 (Tinggi),1,neutral or dissatisfied,186,2,Seldom,high,F,52,> 7 (High),3981,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,202,2,Seldom,medium,M,62,> 7 (High),3398,1333 - 4149 (Medium),1
A,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,183,3,Seldom,medium,F,12,> 7 (High),3646,1333 - 4149 (Medium),1
B,Ship,4,2 - 4 (Rendah),4,satisfied,232,2,Seldom,low,M,36,> 7 (High),2861,1333 - 4149 (Medium),1
C,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,147,4,Often,medium,M,52,> 7 (High),1129,0 - 1332 (Small),1
F,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,136,3,Seldom,medium,M,20,> 7 (High),1531,1333 - 4149 (Medium),1
D,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,127,3,Seldom,low,F,43,> 7 (High),1446,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),5,satisfied,202,2,Seldom,medium,M,35,> 7 (High),3695,1333 - 4149 (Medium),1
A,Ship,3,2 - 4 (Rendah),4,satisfied,241,2,Seldom,low,M,57,> 7 (High),3671,1333 - 4149 (Medium),1
B,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,222,2,Seldom,medium,M,55,> 7 (High),3833,1333 - 4149 (Medium),1
C,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,183,4,Often,medium,F,12,> 7 (High),2777,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),4,satisfied,249,3,Seldom,medium,F,36,> 7 (High),3769,1333 - 4149 (Medium),1
D,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,243,4,Often,high,M,59,> 7 (High),3838,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,163,3,Seldom,medium,M,9,> 7 (High),1257,0 - 1332 (Small),1
A,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,165,2,Seldom,high,M,11,> 7 (High),1596,1333 - 4149 (Medium),1
B,Ship,5,> 4 (Tinggi),5,satisfied,266,3,Seldom,medium,F,53,> 7 (High),3089,1333 - 4149 (Medium),1
C,Ship,3,2 - 4 (Rendah),4,satisfied,193,2,Seldom,medium,M,48,> 7 (High),3909,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,154,3,Seldom,low,F,56,> 7 (High),1136,0 - 1332 (Small),1
D,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,140,3,Seldom,medium,M,51,> 7 (High),1046,0 - 1332 (Small),1
F,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,272,3,Seldom,medium,M,38,> 7 (High),3705,1333 - 4149 (Medium),1
A,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,143,6,Often,medium,M,20,> 7 (High),1654,1333 - 4149 (Medium),1
B,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,138,3,Seldom,low,F,30,> 7 (High),1805,1333 - 4149 (Medium),1
C,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,238,2,Seldom,high,M,17,> 7 (High),3358,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),5,satisfied,273,4,Often,medium,F,31,> 7 (High),2373,1333 - 4149 (Medium),1
D,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,200,2,Seldom,medium,M,27,> 7 (High),2551,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),5,satisfied,213,4,Often,low,M,39,> 7 (High),2381,1333 - 4149 (Medium),1
A,Ship,3,2 - 4 (Rendah),4,satisfied,224,2,Seldom,medium,F,15,> 7 (High),2701,1333 - 4149 (Medium),1
B,Ship,4,2 - 4 (Rendah),5,satisfied,141,3,Seldom,medium,M,12,> 7 (High),1672,1333 - 4149 (Medium),1
C,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,150,3,Seldom,low,M,46,> 7 (High),1040,0 - 1332 (Small),1
F,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,192,2,Seldom,low,M,33,> 7 (High),2818,1333 - 4149 (Medium),1
D,Ship,5,> 4 (Tinggi),1,neutral or dissatisfied,279,4,Often,medium,F,24,> 7 (High),3440,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),4,satisfied,246,3,Seldom,medium,M,30,> 7 (High),3748,1333 - 4149 (Medium),1
A,Ship,3,2 - 4 (Rendah),4,satisfied,173,3,Seldom,medium,M,52,> 7 (High),1587,1333 - 4149 (Medium),1
B,Ship,4,2 - 4 (Rendah),4,satisfied,233,4,Often,medium,F,59,> 7 (High),2358,1333 - 4149 (Medium),1
C,Ship,5,> 4 (Tinggi),1,neutral or dissatisfied,274,2,Seldom,medium,M,24,> 7 (High),2423,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),5,satisfied,243,4,Often,medium,F,41,> 7 (High),2782,1333 - 4149 (Medium),1
D,Ship,3,2 - 4 (Rendah),4,satisfied,197,3,Seldom,medium,F,56,> 7 (High),3427,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,140,3,Seldom,high,F,46,> 7 (High),1072,0 - 1332 (Small),1
A,Ship,3,2 - 4 (Rendah),5,satisfied,215,3,Seldom,medium,F,22,> 7 (High),2585,1333 - 4149 (Medium),1
B,Ship,3,2 - 4 (Rendah),4,satisfied,211,3,Seldom,medium,M,8,> 7 (High),3710,1333 - 4149 (Medium),1
C,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,220,5,Often,low,M,33,> 7 (High),2854,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,194,4,Often,low,M,64,> 7 (High),2026,1333 - 4149 (Medium),1
D,Ship,5,> 4 (Tinggi),1,neutral or dissatisfied,262,3,Seldom,medium,F,58,> 7 (High),3599,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),4,satisfied,201,2,Seldom,low,F,1,0 - 3 (Low),3147,1333 - 4149 (Medium),1
A,Ship,3,2 - 4 (Rendah),5,satisfied,261,3,Seldom,medium,M,15,> 7 (High),2989,1333 - 4149 (Medium),1
B,Ship,4,2 - 4 (Rendah),4,satisfied,191,6,Often,low,F,60,> 7 (High),3425,1333 - 4149 (Medium),1
C,Ship,2,2 - 4 (Rendah),5,satisfied,255,5,Often,medium,F,53,> 7 (High),3775,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,169,2,Seldom,high,M,30,> 7 (High),1698,1333 - 4149 (Medium),1
D,Ship,4,2 - 4 (Rendah),5,satisfied,162,2,Seldom,medium,M,64,> 7 (High),1918,1333 - 4149 (Medium),1
F,Ship,2,2 - 4 (Rendah),5,satisfied,248,6,Often,low,F,62,> 7 (High),2750,1333 - 4149 (Medium),1
A,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,197,4,Often,low,F,2,0 - 3 (Low),2222,1333 - 4149 (Medium),1
B,Ship,5,> 4 (Tinggi),1,neutral or dissatisfied,264,3,Seldom,low,M,6,4 - 7 (Medium),2882,1333 - 4149 (Medium),1
C,Ship,5,> 4 (Tinggi),5,satisfied,260,2,Seldom,medium,F,55,> 7 (High),2791,1333 - 4149 (Medium),1
F,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,186,2,Seldom,medium,F,58,> 7 (High),2259,1333 - 4149 (Medium),1
D,Ship,4,2 - 4 (Rendah),5,satisfied,233,4,Often,low,F,44,> 7 (High),2551,1333 - 4149 (Medium),1
F,Ship,5,> 4 (Tinggi),1,neutral or dissatisfied,161,3,Seldom,low,M,47,> 7 (High),1954,1333 - 4149 (Medium),1
A,Ship,4,2 - 4 (Rendah),5,satisfied,188,3,Seldom,low,F,13,> 7 (High),2409,1333 - 4149 (Medium),1
B,Ship,5,> 4 (Tinggi),5,satisfied,171,2,Seldom,medium,F,22,> 7 (High),1695,1333 - 4149 (Medium),1
C,Ship,2,2 - 4 (Rendah),2,neutral or dissatisfied,267,3,Seldom,medium,M,15,> 7 (High),2481,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,255,2,Seldom,high,M,47,> 7 (High),2956,1333 - 4149 (Medium),1
D,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,132,3,Seldom,low,F,56,> 7 (High),1303,0 - 1332 (Small),1
F,Ship,5,> 4 (Tinggi),1,neutral or dissatisfied,266,3,Seldom,low,F,31,> 7 (High),3157,1333 - 4149 (Medium),1
A,Ship,3,2 - 4 (Rendah),4,satisfied,198,2,Seldom,low,M,25,> 7 (High),2774,1333 - 4149 (Medium),1
B,Ship,2,2 - 4 (Rendah),3,neutral or dissatisfied,247,2,Seldom,medium,F,62,> 7 (High),3127,1333 - 4149 (Medium),1
C,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,140,3,Seldom,medium,F,65,> 7 (High),1291,0 - 1332 (Small),1
F,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,131,5,Often,low,M,6,4 - 7 (Medium),1659,1333 - 4149 (Medium),1
D,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,246,3,Seldom,medium,M,49,> 7 (High),3236,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,159,3,Seldom,medium,F,4,4 - 7 (Medium),1681,1333 - 4149 (Medium),1
A,Ship,3,2 - 4 (Rendah),5,satisfied,203,2,Seldom,medium,M,61,> 7 (High),3642,1333 - 4149 (Medium),1
B,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,187,4,Often,high,F,29,> 7 (High),3141,1333 - 4149 (Medium),1
C,Ship,6,> 4 (Tinggi),2,neutral or dissatisfied,146,3,Seldom,low,F,62,> 7 (High),1936,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,234,3,Seldom,medium,M,39,> 7 (High),2099,1333 - 4149 (Medium),1
D,Ship,3,2 - 4 (Rendah),4,satisfied,122,3,Seldom,high,F,15,> 7 (High),1354,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,135,3,Seldom,low,M,8,> 7 (High),1074,0 - 1332 (Small),1
A,Ship,3,2 - 4 (Rendah),5,satisfied,103,3,Seldom,low,M,3,0 - 3 (Low),1403,1333 - 4149 (Medium),1
B,Ship,3,2 - 4 (Rendah),5,satisfied,257,3,Seldom,medium,F,19,> 7 (High),2173,1333 - 4149 (Medium),1
C,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,169,2,Seldom,low,M,2,0 - 3 (Low),1399,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),5,satisfied,159,3,Seldom,medium,M,18,> 7 (High),1808,1333 - 4149 (Medium),1
D,Ship,4,2 - 4 (Rendah),5,satisfied,188,3,Seldom,low,M,38,> 7 (High),3031,1333 - 4149 (Medium),1
F,Ship,5,> 4 (Tinggi),1,neutral or dissatisfied,136,3,Seldom,medium,M,19,> 7 (High),1420,1333 - 4149 (Medium),1
A,Ship,5,> 4 (Tinggi),1,neutral or dissatisfied,227,3,Seldom,low,F,19,> 7 (High),3007,1333 - 4149 (Medium),1
B,Ship,3,2 - 4 (Rendah),5,satisfied,262,2,Seldom,low,F,53,> 7 (High),3275,1333 - 4149 (Medium),1
C,Ship,2,2 - 4 (Rendah),3,neutral or dissatisfied,157,2,Seldom,low,M,45,> 7 (High),1965,1333 - 4149 (Medium),1
F,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,238,2,Seldom,medium,F,21,> 7 (High),2053,1333 - 4149 (Medium),1
D,Ship,3,2 - 4 (Rendah),5,satisfied,152,3,Seldom,low,M,43,> 7 (High),1282,0 - 1332 (Small),1
F,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,201,3,Seldom,medium,M,5,4 - 7 (Medium),2040,1333 - 4149 (Medium),1
A,Ship,3,2 - 4 (Rendah),4,satisfied,148,2,Seldom,low,M,54,> 7 (High),1778,1333 - 4149 (Medium),1
B,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,199,4,Often,low,F,59,> 7 (High),2885,1333 - 4149 (Medium),1
C,Ship,5,> 4 (Tinggi),4,satisfied,215,2,Seldom,low,F,45,> 7 (High),3501,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),5,satisfied,175,2,Seldom,low,M,40,> 7 (High),1270,0 - 1332 (Small),1
D,Road,4,2 - 4 (Rendah),3,neutral or dissatisfied,236,2,Seldom,high,M,23,> 7 (High),3123,1333 - 4149 (Medium),1
F,Road,2,2 - 4 (Rendah),5,satisfied,182,2,Seldom,medium,F,57,> 7 (High),2896,1333 - 4149 (Medium),1
A,Road,3,2 - 4 (Rendah),1,neutral or dissatisfied,251,3,Seldom,medium,M,42,> 7 (High),3698,1333 - 4149 (Medium),1
B,Road,5,> 4 (Tinggi),2,neutral or dissatisfied,173,3,Seldom,low,F,7,4 - 7 (Medium),1855,1333 - 4149 (Medium),1
C,Road,4,2 - 4 (Rendah),3,neutral or dissatisfied,225,3,Seldom,low,F,62,> 7 (High),2587,1333 - 4149 (Medium),1
F,Road,4,2 - 4 (Rendah),2,neutral or dissatisfied,167,4,Often,low,F,20,> 7 (High),1705,1333 - 4149 (Medium),1
D,Road,4,2 - 4 (Rendah),1,neutral or dissatisfied,259,3,Seldom,low,M,20,> 7 (High),2154,1333 - 4149 (Medium),1
F,Road,4,2 - 4 (Rendah),1,neutral or dissatisfied,178,3,Seldom,medium,F,63,> 7 (High),1573,1333 - 4149 (Medium),1
A,Road,4,2 - 4 (Rendah),4,satisfied,178,4,Often,medium,F,13,> 7 (High),1614,1333 - 4149 (Medium),1
B,Road,5,> 4 (Tinggi),4,satisfied,169,2,Seldom,low,F,20,> 7 (High),1765,1333 - 4149 (Medium),1
